class,tweet,x,jarak
0,b'@xarahayu @kyutgirl__ Jahat yee',9.06E+17,"-7.80139,110.36444,20km"
0,"b'@XavierNaxa Bukan min, Pain dimanipulasi oleh Uchiha Madara. Madara paling jahat paling kuat paling bermatlamat sampai Masashi Kishimoto pun taktau nak matikan watak Madara macam mana \xf0\x9f\xa4\xa3 tapi sebenarnya Madara pun dimanipulasi oleh Zetsu hitam anak Kagayu tanpa tubuh.'",1375053175,"-6.95,107.56667,20km"
0,"b'@xhaflulfahx Hooh aku pun penasaran sebenernya ni yang bener2 jahat siapa, soalnya 10 epsd aku nonton belum dalem2 banget ketauannya wowkwo'",264074064,"-7.80139,110.36444,20km"
0,b'@xline_id coba aja jd org jahat \xf0\x9f\x98\x81',3169216894,"-6.16667,106.8,20km"
0,b'@xline_id justru org jahat lebih membutuhkan banyak energi u merawat kejahatannya',3169216894,"-6.16667,106.8,20km"
0,b'@xline_id Teruslah jd org jahat... lama2 tar jd org baik... klo masih punya umur itupun',92474544,"-6.16667,106.8,20km"
0,b'@xxq2605 Oiya anjim jahat ya guru guru dulu',342611834,"-6.16667,106.8,20km"
0,b'@yaharuxx Kalo sama org jahat kita harus lebih jahat dan kejam',1.30E+18,"-7.80139,110.36444,20km"
0,b'@yanessui HAHAHAHA jahat km hyung mentangw jadi bihun',56634854,"-6.16667,106.8,20km"
0,b'@yetchee Jahat bgt si ini asli',1.22E+18,"-0.50222,117.15361,20km"
0,b'@YidoLeonard jahat yauda bhay!',1600739263,"-7.23333,112.73333,20km"
0,b'@yoisemite km pasti sdng tertawa jahat',7.28E+17,"-7.80139,110.36444,20km"
0,b'@yonguci Ga jahat ko ka uci.',1.27E+18,"-6.16667,106.8,20km"
0,b'@yoonminnchild Jahat banget si kalian \xf0\x9f\xa5\xba\xf0\x9f\x98\xad\xf0\x9f\x94\xab https://t.co/G9JZnLD1P4',1.18E+18,"-7.23333,112.73333,20km"
0,"b'@yoonminnchild Setidak nya ad j0n91n jd kalo si bonsai diapa2in,  si kapten bisa mampus \xf0\x9f\x98\x85\xf0\x9f\x98\x85 yaallah greget pen jambak si kapten klo bnern jahat'",1.24E+18,"-6.16667,106.8,20km"
0,b'@yorpringles jarinya jahat bgt',1.17E+18,"-7.80139,110.36444,20km"
0,"b'@yourcherrypies @bekasibase ah iya jahat ya cewe gitu, bisa2 nya jadiin orang lain pelampiasan :)'",1.27E+18,"-6.16667,106.8,20km"
0,b'@yourunfavboy jahat bgt busettt',1.09E+18,"-7.80139,110.36444,20km"
0,b'@yunajunet Jahat ih kakak',1.05E+18,"-1.59,103.61,20km"
0,b'@yurya Oh iya bener juga \xf0\x9f\x98\xad\nHow can it be to be Rude to those sweet little human \xf0\x9f\x92\x94\xf0\x9f\x92\x94\xf0\x9f\x92\x94\nSemoga Ali cinta ku jauhhh dari orang orang jahat.\nParah emang ini kasusnya. Pusing aku ntn yutubnya bih',367453819,"-6.16667,106.8,20km"
0,b'@yusufw_azka wah jahat supoiler',594074129,"-7.80139,110.36444,20km"
0,b'@Yutascafee @hyewlfr Gilaa jahat banget!',1.16E+18,"-6.95,107.56667,20km"
0,"b'@Yutascafee \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad jahat tolol banget ajg itu yang foto, gaada adab\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",1.04E+18,"-6.95,107.56667,20km"
0,b'@zael__ong Spotifymu blm premium mana bisa milih lagu\xf0\x9f\x98\x8c....jahat banget aku wkwkwk',1.16E+18,"-7.80139,110.36444,20km"
0,"b'@Zie1407Zie @abu_waras Doakan saja supaya dapat dan nerima hidayah... orang jahat juga ada masa ""capeknya"" toh'",80771087,"-6.95,107.56667,20km"
0,"b'@zil6696 Senseinya yg jahat pokoknyaa yg lain korban dia doang, untung di season 3 jadi bersatu semua, tapi sengaja di lama lamain greget bet'",296259826,"-6.16667,106.8,20km"
0,"b'@ZOO_FESS Demi kok tega sih yg kayak gini, ini sih sengaja banget. Jahat, hrs hati hati kalau mau cariin adopter utk anabul.'",392547783,"-6.16667,106.8,20km"
0,b'@zxaldkr19 nahhhh ini mah jahat sekali klo ga bagi2',1.25E+18,"-6.95,107.56667,20km"
0,"b'\xe2\x80\x9cBarang siapa yang membawa amalan yang baik maka baginya pahala sepuluh kali lipat amalnya, dan bagi siapa yang membawa perbuatan jahat maka dia tidak diberi balasan melainkan seimbang dengan kejahatannya, sedang mereka sedikit pun tidak dianiaya (dirugikan).\xe2\x80\x9d (QS Al-An\xe2\x80\x99am: 160)'",1.30E+18,"-5.42944,105.2625,20km"
0,"b'\xe2\x80\x9cKezhaliman akan terus ada, bukan karena banyaknya orang-orang jahat. Tapi karena diamnya orang-orang baik.\xe2\x80\x9d #quote'",516287088,"-7.80139,110.36444,20km"
0,"b'\xe2\x80\x9cSesungguhnya setan itu hanya menyuruh kamu berbuat jahat dan keji, dan  mengatakan ttg Allah apa yg tdk kamu ketahui\xe2\x80\x9d (QS al-Baqarah:169)'",901223245,"-6.16667,106.8,20km"
0,"b'\xe3\x85\xa4\n\xe3\x85\xa4\xe2\x80\x9c Mas Enan, jahat banget sama Dicha?!? padahal aku kangen betulan!\xe2\x80\x9d  (\xef\xbd\xa1\xe2\x80\xa2\xcc\x81-\xe0\xb8\x81\xcc\x80\xef\xbd\xa1)\xe3\x85\xa4\n\xe3\x85\xa4 https://t.co/baFf9AOuBn'",1.33E+18,"-6.95,107.56667,20km"
0,b'\xf0\x9f\x92\xaf Real Angel\n\xf0\x9f\x92\xa6 COD no DP\n\xf0\x9f\x93\x8d Khusus Jakarta\n\nRR \xf0\x9f\x92\x8c 081358962828\n\ncantik itu bawaan dr lahir.\njelek itu mutlak.\nrelatif tuh bagi yg memandang \n\ninterbeauty tuh LUAR BIASA \xf0\x9f\x98\x8e\nJahat itu sudah niat \xf0\x9f\xa4\xad https://t.co/edpwqQf95F',1.35E+18,"-6.16667,106.8,20km"
0,b'\xf0\x9f\x93\xa2MUSLIM INDONESIA..Mana Suaranya?!\nJangan DIAM!\nJika yang Baik DIAM\nyang Jahat MENANG!\nDo Something!!\n#BebaskanIBHRS https://t.co/P1TuumjMZz https://t.co/yDWTNpFKvC',1.16E+18,"-6.16667,106.8,20km"
0,b'\xf0\x9f\x99\x8d\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f: kamu terlalu baik buat aku\n\xf0\x9f\x99\x8d\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f: trus gua harus jahat gitu? https://t.co/sX61WkXcvt',1.25E+18,"-6.16667,106.8,20km"
0,b'\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 Jahat ga si kalo ketawa. \xf0\x9f\x98\xad https://t.co/xa8szNdQwj',411440797,"-5.42944,105.2625,20km"
0,"b'11/365\nTetap butuh orang jahat disekeliling, biar tidak buta'",387679031,"-7.80139,110.36444,20km"
0,"b'2. SCHOOL 2015\n\nTerbaik dari semua seri school, gregetan sama si kang bully asli jahat bgt \xf0\x9f\xa4\xa7 disini ada namdosan sblm jd ceo samsan tech (?) \xf0\x9f\xa4\xa3 https://t.co/TnhcPZ8kFD'",521221431,"-6.16667,106.8,20km"
0,b'2021 senyumin aja toh ga ada yg harus disesali\nselama ini lu udh jd temen yg baik kok\nbuka org yg jahat\nsabar\nkumpulin sebanyak banyaknya pahala dn ibadah dihidup lu ki\nudah lebih dr cukup\nSyukurin nikmatin nih yg allah kasih\nyou did a great job\nI\xe2\x80\x99m proud',372691197,"-6.95,107.56667,20km"
0,b'4. Saat ini sampai drama itu selesai maka sy lebih sk tdk dikaitkan tdk diaku aku Krn pasti dg jahat akan keluar byk ejekan kpd sy',1.14E+18,"-6.16667,106.8,20km"
0,b'Ac kantor gw jahat banget dah.',209561022,"-6.95,107.56667,20km"
0,b'Ada ada perilaku orang jahat \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/XCC7UlbOyg',406957427,"-7.80139,110.36444,20km"
0,"b'ada kucing liar yg suka tidur tiduran diteras rumah selain boni, gue kasih makan akhirnya. tp ternyata dia jahat, gak cuma ke boni tp ke org jugak. tangan gue di gigit ampe dalem, nyokap gue dicakar dan digigit ampe kaya di aniaya. niatnya kasian sama dia tp kesel jg galak bgtttt'",116323282,"-6.16667,106.8,20km"
0,b'Ada orang yang dibenci karena jahat. \nAda orang yang dibenci karena baik.\nDibenci itu biasa.',9.12E+17,"-6.95,107.56667,20km"
0,"b'Ah ini keren. Apalagi w baru baca rangkuman cerita Megaman X4 &amp; gimana terjadinya Great Repliforce War. Imo, karakter yg bagus itu yah gt. Ga pure jahat 100%, atau baik 100%. Atau jahat di mata si A tp ga jahat di mata si B. Toh sama ky realita hidup.. https://t.co/6n62CT5lZW'",747456733,"-6.16667,106.8,20km"
0,b'Ahahahaha (ketawa jahat)',1.08E+18,"-8.65,115.21667,20km"
0,b'Ahong 2021 ttp akun jahat :))) https://t.co/Gfte32jD9u',246291076,"-6.16667,106.8,20km"
0,b'ajarin gw jadi orang jahat dong\n\n#TolakDivaksinSinovac',1.10E+18,"-6.95,107.56667,20km"
0,"b'akhirnya cuma bisa pasrah, mempercayakan semua pada lembaga yang credible sebagai bentuk ikhtiar, andaikan ternyata semua lembaga jahat, semua penelitian bohong, hanya kita saja yang mudah ditipu, semoga semua yang jahat jahat itu bisa mengurangi bebanku di akhirat https://t.co/aAcPRodSPS'",555961734,"-6.95,107.56667,20km"
0,"b'Aku bingung, ini akun siapa ? Bot jangan jahat!'",560152776,"-6.95,107.56667,20km"
0,"b'aku bukan orang kaya, waktu itu niat minjemin kamu karna kamu butuh. tapi skrg giliran ditagih malah kaya aku yg jahat kekamu'",1.13E+18,"-7.23333,112.73333,20km"
0,b'Aku bukan salah satu penggemar Momoland tapi aku gak biarin orang-orang jahat itu buat ulah lagi. Perempuan mana yang gak sakit hati diperlakukan seperti itu. \n\n#\xeb\xb6\x88\xeb\xb2\x95\xec\xb4\xac\xec\x98\x81_\xec\xb2\x98\xeb\xb2\x8c\xea\xb0\x95\xed\x99\x94\n#\xeb\xb6\x88\xeb\xb2\x95\xec\xb4\xac\xec\x98\x81_\xec\xa0\x88\xeb\x8c\x80\xea\xb7\xbc\xec\xa0\x88\n#OurRainbowNancy https://t.co/NSuMOVSwHK',2396802132,"-8.65,115.21667,20km"
0,b'Aku cen ratau berbuat baik. Tapi setidak e aku ratau berbuat jahat.',720191642,"-7.80139,110.36444,20km"
0,"b'aku ero alasanmu gak percoyo soale kon dewe gak ngalami kejadian iku yo gak ndungakno tp setidake lek wes ero onok seng terjangkit respect titik lah, ancen kudune ngadohi ben gak makin meluas tp bukan berarti dikucilkan juga kan? iki mek wong loro duduk wong jahat lapo dirasani?'",1404156740,"-7.23333,112.73333,20km"
0,"b'Aku ga prnh mau jahat sama orang atau bohong sama sesuatu,tapi kalau aku dibohongi dijahati ya cm bisa bilang alhamdulillah'",78890801,"-7.80139,110.36444,20km"
0,"b'Aku gakmau nyakitin kamu. Gak mau nyakitin orang lain juga karna aku tau kok disakitin itu gak enak. Sebisa ku ya aku akan tetep jadi orang baik walaupun ada yang jahat sama aku, gak aku bales cukup yaudah gt cukup tau aja gt. Ehehe'",1.30E+18,"-7.80139,110.36444,20km"
0,"b'Aku hanya membabat dhemit / jin jahat yang berada pada tubuh fira, namun tidak dengan dhemit yang ada di tubuh Danar. Sungguh saya kecolongan.'",1.15E+18,"-7.23333,112.73333,20km"
0,b'Aku ingin jahat yang ikhlas dari pada baik tanpa kasih sayang.',1.09E+18,"-0.95556,100.36056,20km"
0,b'Aku jahat gak sih kalo ketawa \xf0\x9f\xa4\xa3 https://t.co/VfxOLHLWX3',303115161,"-6.95,107.56667,20km"
0,b'Aku jahat. Haha jahat banget',1.15E+18,"-0.95556,100.36056,20km"
0,b'Aku orang jahat yang kebetulan kamu lihat lagi baik aja.',1.15E+18,"-7.80139,110.36444,20km"
0,"b'Aku selalu berfikir, orang itu tau mana yang salah mana yang benar. Mana yang baik mana juga yang jahat. Hanya saja aku lupa kalau dari semua itu belum ada kata paham.'",3266754445,"-7.23333,112.73333,20km"
0,"b'Aku sering jahat ke diriku sendiri. Maaf ya, aku.'",1.29E+18,"-6.16667,106.8,20km"
0,"b'aku sering punya temen jahat, tapi dianya yg ga kuat bergaul sama aku.'",99453364,"-8.65,115.21667,20km"
0,"b'Aku tidak mudah menggantikan seseorang begitu saja dihidupku.\nSekalipun orang itu telah lebih dulu mendapatkan penggantiku. \nAku tidak ingin terlihat seperti orang jahat, yang hanya memanfaatkan orang ketika butuh dan ada maunya saja.'",1.23E+18,"-6.16667,106.8,20km"
0,b'Aku tidak mudah menggantikan seseorang begitu saja hidupku. Sekalipun orang itu telah lebih dulu mendapat penggantiku. \nAku tidak ingin terlihat jahat yang hanya memanfaatkan orang ketika butuh dan ada maunya saja. \nLebih baik fokus sembuh dulu.',1.25E+18,"-0.9,119.83333,20km"
0,"b'Aku yang jahat, kamu yang intropeksi diri kan tolol'",1.17E+18,"-7.23333,112.73333,20km"
0,b'AKUN SERAM+LAWAK+JAHAT! https://t.co/jpBd0gBtJl',1.25E+18,"-6.12,106.15028,20km"
0,b'Allah tau mana yg baik mana yg jahat',180846223,"-6.16667,106.8,20km"
0,"b'And the last but not\nTerima kasih sobat sudah pernah menjadi bagian cerita dri pertemananku yg sekarang menjauh dan menghilang, terima kasih atas perkataan jelekmu terhadapku dan maaf karna mungkin bagimu aq ini jahat\nAnd thank for everything and goodbye'",82146333,"-8.65,115.21667,20km"
0,"b'Antara ngenes dan mau ketawa. Pelaku otak mesum. Makasih udah dishare, bukti kalau baju emang ga ngaruh. Emang niat jahat pelaku sumbernya. https://t.co/lsXXdCrlRL'",110022231,"-6.16667,106.8,20km"
0,b'Apa kamu lupa pengorbananku.. Kamu terlalu jahat perlalukan diriku sekejam ini..\xf0\x9f\x8e\xb6',1.25E+18,"-6.16667,106.8,20km"
0,"b'apa menurutmu jika ada seorang yang beri harapan lalu ditinggal tanpa sebab gitu saja? \xe2\x80\x94 anjing sih kalo kek gitu, ngapa mesti ngasi harapan kalo niat nya jahat kek gitu https://t.co/rvW1emmOge'",395923637,"0.53333,101.45,20km"
0,b'Apa-apaan rezim ini jadi jahat begini?! https://t.co/np4m3EkoaS',194590819,"-6.16667,106.8,20km"
0,b'astaga! jahat banget yg buat https://t.co/V2RcJnU6JT',247623848,"-6.95,107.56667,20km"
0,"b'Astaghfirullah ternyata gitu ceritanya hehe..\nYaudah gpp yg penting udah punya niatan baik, masalah mikir aku yg jahat ya silahkan, atau ini cuma buat nyelimurin masalah ya terserah. yg penting udah tau aja oh ternyata gini ta aslinya hehe'",1.25E+18,"-7.23333,112.73333,20km"
0,b'asumsi itu jahat \xe2\x98\xba\xef\xb8\x8f',2238617852,"-7.23333,112.73333,20km"
0,b'asuu ytb jahat lu',1.18E+18,"-7.23333,112.73333,20km"
0,"b'Ayne Le Poregrin, seorang femme fatale yang terkenal sebagai antagonis. Bersikap jahat pada tokoh utama wanita dan memiliki hobi khusus yaitu mengoleksi pria tampan.\n\nWebtoon baru, nih~ \xe2\x80\x9cHarapan tuk Berpisah\xe2\x80\x9d rilis malam ini pukul 22:00 WIB. Hanya di kakaopage~ https://t.co/7VbjZkCD0s'",1.21E+18,"-6.16667,106.8,20km"
0,b'Ayo jahat gak usah baik. Ngapain baik cuman di manfaatin doang.',1.31E+18,"-7.80139,110.36444,20km"
0,"b'Bagi orang2 baik: belajarlah kontrol diri saat hadapi perbuatan tdk baik orang tertentu. Kamu masih manusia, dan tdk berpengalaman di arena mereka. Saat kamu respon dlm tekanan mereka, mereka bisa buat kamu terlihat sbg yg bersikap jahat di mata umum, dan mereka korbannya.'",46792700,"-6.16667,106.8,20km"
0,"b'baik aja, capek juga jadi orang jahat https://t.co/V5c7ZQduGr'",7.21E+17,"-7.80139,110.36444,20km"
0,"b'Baik dimanfaatin, jahat dikatain. Ya memang begitu hukum alam.'",112611481,"-7.80139,110.36444,20km"
0,"b'Baik lah kalo sedang baik, jahat lah kalo bisa jahat..'",64366349,"-6.95,107.56667,20km"
0,"b'baik nya gua jgn di tanya, jahat nya apalagi.'",416788373,"-6.16667,106.8,20km"
0,"b'Banyak yg nethink sama vaksin. Tapi ya masa itu td yg kasih pidato pembukaan vaksin perdana ada dari IDI, panglima TNI, kapolri, pemuka agama, dll. Yakali mereka pada jahat si hmmm.'",81027409,"-2.98333,104.76444,20km"
0,b'Banyak-banyak istighfar... Mana tau sedetik kemudian dipanggil pulang tapi banyak jahat ke orang :)',107698509,"-6.95,107.56667,20km"
0,"b'Barang siapa yang menghendaki kemuliaan, mk bagi Allah-lah kemuliaan itu semuanya. Kepada-Nya lah naik perkataan2 yg baik &amp; amal yg saleh dinaikkan-Nya. Dan orang2 yg merencanakan kejahatan bagi mereka azab yg keras, &amp; rencana jahat mereka akan hancur. (Qs. Fathir: 10) #makar'",203953287,"-6.16667,106.8,20km"
0,"b'Barangsiapa yg hari ini sama dgn kemarin, maka tertipulah dia, &amp; barangsiapa hari ini lebih jahat dari kemarin, maka terkutuklah dia'",1413403130,"-6.95,107.56667,20km"
0,b'Baru tau kasusnya nancy ya ampun jahat bgt staffnya kelakuan setan! Tapi setan aja bingung keknya jobdesc dia direbut manusia',276359346,"-6.95,107.56667,20km"
0,b'Belum pernah liat aku jahat ya ? Yaudah sini sekalian ngerasain ya. Jgn lupa aku ga pernah jahat duluan kalo ga dijahati.',1.12E+18,"-1.59,103.61,20km"
0,b'Berasa jahat banget jadi orang',1.14E+18,"-7.80139,110.36444,20km"
0,b'Berawal dari sebat sembari duduk manis lalu muncul lah ide. Ide jahat tok sing metu',9.11E+17,"-7.80139,110.36444,20km"
0,"b'Berbuat JAHAT dihujat, berbuat BAIK dicurigai, selamat datang di INDONESIA'",244112171,"-7.23333,112.73333,20km"
0,"b'Beri Efek Jera, 6 Seleb Ini Lawan Haters yang Berikan Komentar Jahat: Komentar atau tindakan haters yang terlampau kasar, terkadang membuat geram. https://t.co/ysVqax5PDi'",2462686290,"-6.16667,106.8,20km"
0,"b'Berteman tidak boleh milih, kalo jahat tetep jadi temen kok cuma gak akrab aja..'",927371154,"-7.80139,110.36444,20km"
0,b'Besok jdi jahat aja.',1.17E+18,"-6.96667,110.41667,20km"
0,"b'Biarlah yang jahat itu urusanMu Tuhan. Urusanku adalah berbuat baik...Murnikan hatiku selalu untuk memikirkan Cinta, kebaikan, kasih sayang dan pelayanan...Amin'",1.18E+18,"-5.42944,105.2625,20km"
0,"b'Bila kerabatmu jahat terhadapmu, berbuat baiklah selalu kepadanya, maka Allah senantiasa menolongmu(H.R Bukhari-Muslim)'",2754103284,"-6.16667,106.8,20km"
0,"b'Bila kerabatmu jahat terhadapmu,berbuat baiklah selallu kepadanya.maka allah senantiasa menolongmu.'",1414623037,"-6.16667,106.8,20km"
0,"b'bnr kata sisitipsi, alkohol kamu jahat tp enak'",1.25E+18,"-6.16667,106.8,20km"
0,"b'Boro2, daripada liat kakek2 jahat, gw matiin tv dan nunggu acara flora fauna dulu. https://t.co/9yweqNXJV5'",80221355,"-6.95,107.56667,20km"
0,"b'Btw kak, si Win udah kekumpul berapa? Jahat banget nih Bang off gak ngasih keringanan https://t.co/jsWiKqvjBs'",232073902,"-6.16667,106.8,20km"
0,"b'Bukan aku yg jahat/gapunya hati, tp kamu yg punya otak tp gadipake hehe'",1.16E+18,"-6.95,107.56667,20km"
0,b'bukan dia yang jahat tapi bapermu yang salah tempat:))',1.19E+18,"-6.16667,106.8,20km"
0,"b'Bukan dia yang jahat, cuma bapermu saja yang salah tempat.'",1.35E+18,"-7.23333,112.73333,20km"
0,"b'Bukan dia yang jahat, kita hanya sedang dilatih untuk lebih kuat lagi...'",1.18E+18,"-6.95,107.56667,20km"
0,"b'Bukan dia yang jahat, tapi bapermu yang salah tempat.'",554881397,"-6.16667,106.8,20km"
0,"b'Bukan dia yang jahat, tapi bapermu yang salah tempat\xf0\x9f\x99\x82'",1.33E+18,"-6.96667,110.41667,20km"
0,b'Bukan dia yang jahat. Tapi bapermu yg salah tempat.',9.05E+17,"-6.16667,106.8,20km"
0,b'Bukan dia yang jahat\nTapi bapermu yang salah tempat\nEh candaa baperr:)',1.30E+18,"-6.95,107.56667,20km"
0,"b'Bukan kamu yang jahat, baperku yang salah tempat \xf0\x9f\x99\x83'",9.06E+17,"-6.96667,110.41667,20km"
0,b'Bukannya dia yang jahat tapi bapermu itu yang salah tempat.',1.35E+18,"-5.13333,119.43111,20km"
0,b'Bukannya dia yang jahat.\nTapi bapermu yang salah tempat.',3879436213,"-7.80139,110.36444,20km"
0,b'Bye jkt tempatnya rang orang jahat becanda jahat https://t.co/HrQEsHGBg7',1.26E+18,"-6.16667,106.8,20km"
0,"b'CAKEP BGT SIIKK, tp di dramanya jahat :( https://t.co/g35DGmqiy1'",1306945153,"-7.80139,110.36444,20km"
0,"b'Cantiknya Yaongyi, Penulis Webtoon Drakor True Beauty, Tidak Bikin Lolos dari Komentar Jahat Netizen https://t.co/vSedxYZBA3'",58446668,"-6.95,107.56667,20km"
0,"b'Cerita teman yang kena covid\nAwalnya gk percaya test anti gen nya positif\nTapi pas isolasi mandiri bareng temen2 positif lainnya, temennya masak indo mie. Dan dia gk mencium aroma jahat indomie, baru dia percaya dia kena covid. \nStay safe semuanya.'",249857524,"-6.95,107.56667,20km"
0,b'Circle yg jelek bisa buat diri kita jadi pribadi yang jahat!',176382459,"-6.96667,110.41667,20km"
0,"b'Cocote cah mesake tenan lanang"" sing do ngirim neng base trus di bully ki, ncen do jahat tenan kok mbak"" neng twitter ki hahaha \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",1.28E+18,"-7.80139,110.36444,20km"
0,"b'corona jahat?, apaa negara jahat?'",1.34E+18,"-6.16667,106.8,20km"
0,b'Cowok kacamata emang jahat. https://t.co/6VpqCZxYt9',3349327406,"-7.23333,112.73333,20km"
0,b'Cukuplah seseorang dikatakan jahat jika ia menghina saudara sesama muslim. (HR.Muslim)',2553946592,"-5.13333,119.43111,20km"
0,"b'cuman bisa berdoa smoga kakak itu baik baik aja, sehat trus cepet membaik, even nggak pernah tau gimana rasanya diserang tpi kata kata jahat orang-orang yang ditujukan ke dia kmrn masih membekas banget, sampe ikut down waktu bacanya.'",9.64E+17,"-2.98333,104.76444,20km"
0,"b'Cuplikan Episode Ikatan Cinta RCTI- Penyelidikan Elsa Berakhir Tentang Roy, Kini Susun Rencana Jahat\n\nhttps://t.co/e2tPlcbRXc\n\nDownload aplikasi Tribunnews untuk update berita terbaru\n\nDapatkan untuk Android: https://t.co/lQbKDD7yVt'",80885324,"-5.13333,119.43111,20km"
0,b'Curuk jahat tea ieu mah wkwkwk',323169319,"-6.95,107.56667,20km"
0,b'Dan akhir dari video itu ibu ini malah tidak membicarakan solusinya. Terkadang sebuah mindset buruk yang sudah ada dari dulu bahwa pemerintah itu jahat dan sebagainya tdk akan bisa hilang. Lalu buruknya lagi apapun keputusan pemerintah yah tetap negaitif',8.04E+17,"-5.13333,119.43111,20km"
0,"b'dan jin keturunan dari masing masing mereka tidak cocok antara satu dengan yang lain sehingga saling serang. Pasukan jin milik fira menyerang danar begitu pula sebalinya. Jin mereka berdua cukup kuat dan jahat, ya bisa dikatakan raja jin.'",1.15E+18,"-7.23333,112.73333,20km"
0,"b'Dana bansos diduga ada yg diselewengkan/dikorup oleh J, mantan mensos.\nJELAS YA, KORUPSI ITU PERBUATAN PALING JAHAT. KALAU YG DIKORUP DUIT BANSOS, INI LEBIH JAHAT. \nlayak rasanya utk menelusuri dr mana dan kemana aliran dana. setelah itu blokir semua rekening terkait. BERANI?! https://t.co/FYls0WXMuv'",8.03E+17,"-8.58333,116.11667,20km"
0,b'Dapet pengalaman enggak enak pas kerja bikin intropeksi diri dulu pas kerja jahat amat semata-mata demi tugas selesai. Terus yasudah aku minta maaf lah pada seorang teman agar aku tidak kena karma lagi \xf0\x9f\x98\x8c Meski berantemnya 1-2 th yang lalu \xf0\x9f\x98\x82',237335368,"-6.16667,106.8,20km"
0,b'daripada pilih istri yang cantik tapi jahat hatinya.. aku lebih milih yabg cantik tapi baik hatinya ..\n\nprinsip hidup !!!',350329773,"5.55,95.31667,20km"
0,"b'dasar illusion jahat bgt bikin gw jd gk bisa tidur, kalau tiduran malah jadi berasa muter \xf0\x9f\x98\x85\xf0\x9f\x99\x81'",3504423499,"-6.16667,106.8,20km"
0,"b'Denger cerita temen kalo nyokapnya di diagnosa kanker. Jujur, kanker itu jahat dan mematikan. Gue gapernah ga nangis kalo inget perjuangan alm nyokap ngelawan kanker dulu\xf0\x9f\xa5\xba'",119262349,"-6.16667,106.8,20km"
0,"b'Di dalam kehidupan ada namanya timbal balik. \n\nMudahnya: \nA berbuat baik kepada B, dan B tidak membalas kebaikan A, tapi ada C yang berbuat baik kepada A. \nDan sebaliknya, A berbuat jahat kepada B, dan B tidak membalas kejahatan A, tapi ada C yang berbuat jahat kepada A.'",425502434,"-2.98333,104.76444,20km"
0,b'Di dunia ini ngga ada orang jahat\nAdanya orang kalah pinter atau bahasa kasarnya adalah bego',1.19E+18,"-6.96667,110.41667,20km"
0,b'Di post ini gw menarik kesimpulan bahwa mimin diam-diam mengimani (subservient) bahwasannya Tuhan (seharusnya) selalu memberi kenyamanan hidup bagi manusia. Yg theis aja ndak percaya Tuhan memiliki sifat demikian. Tuhan simply omnipotent mau jahat mau baik dalam standar manusia https://t.co/ucK1TOoclX',1.00E+18,"-6.16667,106.8,20km"
0,"b'Dia gak jahat, bapermu aja yang salah tempat -Kata ilham-'",1.16E+18,"-7.80139,110.36444,20km"
0,"b'Dia yang jahat, gue yang psikopat :)'",1113872276,"-7.80139,110.36444,20km"
0,"b'Dia yg jahat, dia juga yg merasa seakan paling menderita.\n\nSaatnya bilang: sopan kah?'",1549861992,"-7.80139,110.36444,20km"
0,b'dia yg ninggalin dia yg jahat gw yg disalah salahin bangsaattttt https://t.co/8Vl1pcQyYW',1.15E+18,"-7.23333,112.73333,20km"
0,"b'dianya tidak jahat, hanya saja bapermu yang salah tempat'",1456575434,"-5.13333,119.43111,20km"
0,"b'Disaat kya gini pun, serasa jadi orang jahat klo gk biisa menuhin apa yg kalian mau. I feel bad for myself \xf0\x9f\x98\xad'",8.58E+17,"-6.95,107.56667,20km"
0,"b'Ditikam dari belakang, ditampar dari depan, diinjak masih bertahan, dihancurkan berkali kali tetep bangkit.. Tapi ngapa gua yg jd jahat disini njing'",1.21E+18,"0.92,104.51,20km"
0,b'Dua pasangan roh jahat ngapain tuh. Wkwkww ada ga kira kira yang nge ship mereka?? \xf0\x9f\x98\x82\n\n#TheUncannyCounterEp12 #TheUncannyCounter https://t.co/2wQ50m0NhQ',1049883434,"3.66667,98.66667,20km"
0,"b'dulu akhirnya ortu punya rezeki buat bikin rumah, tapi di ambil sama orang jahat. padahal udah berimajinasi punya kamar warna pink, ada jendelanya, ada kamar mandi dalem sama tv, tapi gajadi dan harus numpang lagi'",1.31E+18,"-7.80139,110.36444,20km"
0,b'Dulu sy biasa menetralisir stress diantaranya dg dancing tahap gampang mengikuti gerakan di tv\n\nYg skrg ini gerakn yg sedikit pun utk menghilangkan stress Krn susah tidur terus diserang\nMaka sy dituduh BERSUKA ria tujuan jahat berhasil makanya joget',1.14E+18,"-6.16667,106.8,20km"
0,"b'Dunia ini memang jahat, dan sayangnya kita hanya sementara.'",1614054276,"-6.12,106.15028,20km"
